Belt_Speed,Belt_Tension,Motor_Current,Roller_Bearing_Temperature,Idler_Vibration,Belt_Slip_Percentage,Load_Weight,Ambient_Temperature,Conveyor_Failure
1.55,21.49,34.7,34.3,0.3,0.37,358.6,16.8,0
1.78,20.47,63.3,54.2,1.38,0.34,404.7,20.8,0
1.77,30.79,50.0,56.2,2.8,1.67,393.0,24.8,0
2.58,16.49,50.2,34.5,0.39,0.91,752.0,24.3,0
2.88,22.61,28.4,53.8,2.35,0.95,401.2,22.9,0
2.16,21.92,52.9,57.0,0.67,0.02,481.8,23.3,0
2.13,21.47,50.1,38.5,0.37,6.19,310.7,37.1,0
2.23,21.51,61.2,45.6,0.86,2.12,429.6,40.8,0
2.66,21.48,41.9,49.9,2.19,0.7,590.2,37.2,0
1.83,25.93,35.1,53.7,2.61,0.08,602.1,12.9,0
2.3,24.74,38.2,38.1,0.75,1.42,647.6,35.5,0
2.59,23.89,40.0,59.6,8.09,0.92,350.4,33.2,0
2.4,8.35,33.8,27.7,2.3,1.36,399.0,27.7,0
2.28,23.35,57.9,61.2,1.07,1.36,622.6,24.5,0
2.6,14.55,58.3,53.5,1.18,0.2,496.4,25.9,0
1.12,24.91,43.0,41.8,4.42,0.48,490.9,34.9,0
2.47,28.64,41.1,56.6,3.11,0.02,588.5,30.7,0
1.94,17.83,26.8,37.5,1.41,4.84,649.5,36.5,0
1.47,20.82,52.0,49.1,1.5,1.97,395.2,33.7,0
2.4,19.3,61.5,50.4,0.3,3.17,484.4,38.1,0
2.75,27.56,38.6,50.4,4.46,0.05,482.0,32.4,0
2.15,22.43,43.8,39.6,0.7,0.83,354.7,20.0,0
2.58,29.78,49.3,43.0,1.09,1.65,545.0,16.8,0
2.84,23.86,62.2,49.3,1.16,0.13,419.1,32.5,0
2.73,23.09,47.0,40.7,5.76,1.8,499.2,32.2,0
2.86,22.31,47.0,50.7,1.7,1.25,597.4,23.7,0
2.5,25.68,46.8,41.9,3.31,5.04,540.3,29.7,0
2.23,14.18,30.7,58.0,0.3,0.18,366.9,24.8,0
1.56,22.38,30.5,63.6,1.07,1.19,530.6,24.5,0
2.1,21.68,36.9,45.0,2.43,3.53,520.8,18.0,0
1.86,25.26,55.1,57.2,1.6,1.63,415.8,28.3,0
3.07,21.16,41.6,45.9,7.22,0.49,370.5,24.4,0
2.13,17.33,39.7,38.6,2.87,0.15,523.1,30.6,0
2.25,22.03,39.5,43.7,2.5,3.98,290.4,15.7,0
2.42,17.13,43.6,48.9,0.75,0.09,339.8,32.2,0
2.22,13.34,62.0,30.1,3.1,4.43,307.5,24.4,0
2.88,25.27,43.5,54.3,4.57,0.43,318.2,20.5,0
1.95,24.61,37.1,48.9,1.51,2.36,428.2,24.9,0
2.28,24.1,45.3,58.0,1.88,0.97,659.3,16.8,0
1.9,27.86,62.6,54.1,5.69,2.92,592.8,26.0,0
1.67,19.01,40.0,49.2,3.41,0.67,668.5,28.9,0
1.96,15.56,33.2,44.4,1.02,2.27,408.4,28.5,0
2.19,21.68,40.0,63.2,5.58,0.33,198.3,31.2,0
2.03,20.44,46.3,69.7,2.6,0.75,410.4,24.0,0
1.92,18.21,51.9,44.6,2.07,2.25,669.1,33.5,0
1.64,21.64,55.1,58.4,3.89,0.15,441.0,29.9,0
2.17,19.25,34.5,40.9,2.75,1.57,496.7,33.7,0
1.6,13.74,35.5,42.1,1.22,0.69,467.8,39.6,0
2.5,20.01,41.8,44.1,2.76,0.86,604.6,17.1,0
2.23,16.89,51.8,54.8,0.98,1.04,624.6,25.3,0
1.62,23.04,32.4,37.3,3.89,0.39,267.6,22.7,0
2.08,19.05,38.9,63.5,1.63,0.12,135.5,43.0,0
1.9,27.0,39.1,57.4,0.49,0.02,598.2,32.2,0
2.33,29.22,54.4,54.6,1.36,0.68,468.1,30.0,0
2.74,25.06,50.3,45.1,3.36,0.38,598.3,36.4,0
1.45,15.02,54.0,56.3,1.34,1.2,457.9,28.1,0
2.25,28.77,58.4,20.0,2.0,1.51,578.1,31.3,0
2.14,29.09,41.9,52.4,0.3,0.84,479.7,24.8,0
2.47,22.08,33.1,49.6,1.25,1.16,392.1,18.4,0
2.29,27.95,33.2,29.1,0.35,0.99,440.5,34.3,0
1.9,19.52,26.6,52.1,1.34,0.01,474.7,21.3,0
2.07,13.6,40.4,53.9,3.09,2.21,591.7,33.2,0
1.88,18.58,41.2,29.5,1.54,0.07,474.3,35.6,0
2.63,29.78,52.9,36.1,1.14,0.63,339.2,12.3,0
2.21,15.29,45.2,68.6,0.3,0.14,749.7,35.3,0
2.96,22.0,40.1,46.1,0.74,1.3,546.7,29.8,0
2.18,22.15,43.8,57.8,0.68,0.47,704.2,21.2,0
1.92,19.69,34.6,59.3,2.44,0.09,336.1,15.8,0
1.59,20.0,55.3,51.9,1.48,0.06,462.0,27.5,0
1.48,22.33,37.1,58.2,2.81,0.32,528.6,26.7,0
1.57,19.47,33.6,26.9,3.04,1.32,598.7,35.6,0
2.31,15.6,53.2,45.7,1.68,1.52,216.9,28.5,0
2.4,22.97,50.7,20.0,1.44,0.16,221.3,20.4,0
1.57,26.83,27.8,30.5,2.49,0.18,400.8,17.1,0
2.56,25.91,53.6,42.5,1.11,1.08,582.0,29.0,0
2.01,18.36,37.6,41.3,0.33,3.78,399.1,28.0,0
2.26,16.37,41.3,48.4,2.86,0.97,481.0,37.2,0
2.84,20.72,46.9,47.8,1.45,1.49,507.8,24.6,0
2.56,29.06,50.9,49.3,2.73,1.03,375.8,30.9,0
2.09,24.91,49.5,49.7,0.88,0.13,719.6,27.1,0
1.84,25.17,44.5,51.3,0.93,3.51,380.7,9.1,0
1.34,26.0,40.8,38.4,3.32,0.09,190.2,33.0,0
1.91,23.89,49.1,40.8,0.49,1.71,352.6,25.0,0
2.12,22.54,43.8,47.6,0.66,4.66,375.0,32.6,0
1.81,24.98,63.1,47.8,0.58,0.46,526.0,29.2,0
2.15,19.54,50.9,37.2,2.53,0.23,533.8,21.1,0
2.23,15.63,35.8,58.8,2.65,1.0,588.0,26.8,0
2.11,25.25,40.2,55.2,0.85,1.9,781.9,27.8,0
1.94,27.57,45.5,39.4,2.35,3.58,504.3,29.3,0
2.27,16.97,58.0,45.9,0.52,1.42,626.7,31.6,0
2.38,25.7,59.1,68.1,3.93,0.49,433.2,28.2,0
1.76,29.56,41.0,49.6,1.1,0.82,543.4,40.2,0
2.76,21.99,35.7,52.0,1.57,1.72,447.7,33.9,0
2.16,18.32,34.4,41.9,1.16,1.86,477.6,35.0,0
2.21,22.55,47.5,44.9,2.1,0.09,525.0,33.8,0
2.48,19.52,68.0,63.1,1.63,1.14,647.6,28.5,0
2.29,19.22,50.4,49.1,2.86,4.11,491.9,33.1,0
2.58,23.95,29.1,47.3,1.37,1.85,491.5,36.7,0
2.31,14.78,37.7,48.1,1.23,0.01,547.0,28.9,0
1.96,15.5,38.8,73.5,0.41,0.31,631.8,35.4,0
2.34,22.09,36.8,48.4,3.02,0.71,288.8,18.9,0
1.74,21.9,41.1,39.7,0.94,1.47,536.6,35.7,0
2.24,23.55,48.7,41.4,0.7,0.97,300.3,22.6,0
2.19,30.44,51.8,55.8,0.3,0.1,696.4,18.9,0
2.12,22.47,55.9,33.7,3.97,1.61,550.8,26.0,0
2.15,24.69,50.2,52.5,3.39,2.19,684.0,29.5,0
1.45,17.61,25.5,40.8,0.75,0.28,250.3,30.3,0
1.98,25.46,34.4,29.4,4.67,0.08,474.7,37.0,0
2.24,19.63,43.4,38.2,5.99,1.88,630.6,24.1,0
2.26,22.32,46.5,48.3,1.34,1.23,710.6,39.5,0
1.79,21.51,53.6,62.0,4.48,1.95,552.6,39.5,0
2.71,26.65,45.4,57.1,0.44,1.0,435.9,29.6,0
1.85,16.11,45.5,45.1,2.95,0.67,459.5,22.2,0
2.59,11.73,47.4,57.7,1.61,3.96,343.7,45.4,0
2.37,21.04,42.4,44.4,1.82,1.82,719.4,40.1,0
1.94,24.11,45.9,33.3,2.74,0.64,597.7,29.3,0
2.91,22.69,56.3,48.2,1.59,2.86,473.1,18.5,0
1.72,27.54,44.2,32.9,1.73,6.04,581.6,32.3,0
2.57,23.97,44.7,55.9,1.13,0.44,483.4,23.9,0
2.6,19.46,44.7,56.1,2.8,2.68,454.8,34.1,0
1.93,11.54,58.0,39.2,2.59,0.06,386.7,29.6,0
2.76,20.93,33.9,49.5,1.7,0.29,389.3,16.8,0
2.1,26.63,62.8,49.4,5.22,0.21,557.1,19.7,0
2.32,20.24,33.2,56.7,0.75,0.53,657.1,22.7,0
2.3,22.13,38.5,35.5,1.11,0.99,449.5,39.5,0
2.15,23.9,52.4,54.0,1.14,1.53,381.1,23.5,0
2.52,17.43,55.3,34.8,0.85,2.8,642.9,12.1,0
2.52,24.8,31.0,55.8,1.21,0.21,511.9,26.6,0
1.5,29.37,34.1,58.6,1.03,1.04,165.2,26.2,0
2.72,21.22,47.8,41.3,0.32,0.97,394.2,39.1,0
1.54,16.92,68.4,60.2,0.96,0.74,570.3,38.6,0
2.61,21.7,57.5,32.3,3.92,1.42,381.5,18.8,0
2.65,11.99,42.5,59.0,1.24,0.86,507.7,30.8,0
1.76,23.52,20.8,62.4,5.05,0.96,313.4,33.5,0
2.04,24.04,45.8,51.5,1.15,2.8,438.3,27.2,0
1.76,29.54,48.6,46.0,2.08,2.36,337.0,29.2,0
2.11,21.13,41.2,51.1,2.67,1.03,315.2,35.7,0
2.08,23.84,36.5,42.0,0.93,0.2,386.2,30.0,0
2.51,18.12,46.6,74.2,2.31,3.82,630.9,32.7,0
2.72,20.4,35.6,42.1,1.9,1.17,562.5,37.8,0
2.76,15.14,63.7,61.2,0.69,1.98,807.8,24.9,0
1.98,21.12,60.2,40.6,1.72,0.07,410.3,33.6,0
2.12,20.63,51.6,64.0,4.27,2.73,652.9,24.9,0
1.53,23.35,45.9,68.1,1.29,1.42,778.7,35.5,0
1.88,19.19,38.4,51.9,5.11,1.39,667.7,23.7,0
2.59,22.38,44.8,50.9,1.19,0.14,670.4,31.0,0
2.85,20.5,61.4,38.4,2.23,1.5,518.1,26.4,0
1.71,20.51,53.7,37.2,1.28,0.1,534.7,32.1,0
1.96,22.36,47.0,51.0,1.92,0.07,361.8,22.1,0
2.19,22.18,54.2,62.6,1.44,0.47,99.2,26.1,0
2.31,25.43,50.5,42.5,4.98,0.03,530.7,27.6,0
1.88,21.46,49.0,70.1,2.68,0.21,356.1,20.5,0
2.37,20.43,54.8,41.9,3.81,1.55,436.2,23.7,0
2.01,21.19,50.2,50.3,3.35,2.16,376.1,16.5,0
2.19,18.78,53.6,50.3,0.3,0.24,548.6,30.6,0
2.42,20.38,46.6,47.0,2.13,2.08,470.1,33.6,0
2.2,31.14,42.5,27.6,3.19,0.79,688.6,18.3,0
2.03,17.89,39.5,41.8,0.92,3.8,391.5,19.8,0
2.16,20.75,38.3,50.0,1.55,0.18,527.1,21.3,0
2.16,20.26,28.9,47.0,0.54,0.07,471.3,19.1,0
2.05,20.89,35.9,54.4,5.22,2.24,455.9,30.8,0
2.1,20.51,35.6,55.6,2.42,0.54,488.4,23.2,0
2.84,23.26,39.9,45.6,1.88,0.73,728.1,29.8,0
2.42,14.3,60.6,38.4,0.83,0.86,626.5,22.8,0
2.08,26.67,43.4,63.5,0.69,2.09,431.6,25.6,0
2.48,24.85,47.4,34.4,0.76,0.09,408.4,35.3,0
2.07,16.41,47.7,42.0,0.56,0.96,382.6,19.9,0
2.67,11.79,60.9,39.5,1.36,0.68,517.3,24.1,0
2.35,17.6,39.2,55.5,3.11,0.5,272.6,30.9,0
2.16,20.91,42.8,61.2,2.23,0.51,467.7,25.8,0
2.38,33.61,43.9,46.3,1.59,3.2,557.3,29.3,0
1.57,24.44,56.4,50.3,1.72,0.37,391.2,28.0,0
1.75,13.87,58.4,52.3,0.94,0.73,506.1,17.5,0
1.72,18.9,49.7,66.0,0.55,0.81,539.8,37.8,0
2.26,21.76,57.3,30.3,2.44,1.53,235.7,27.3,0
2.89,23.14,46.8,55.4,1.76,0.88,531.0,39.2,0
3.09,16.08,43.3,51.8,0.43,1.17,431.2,30.4,0
2.46,21.39,56.8,44.3,5.15,0.61,777.1,37.2,0
2.4,18.77,49.9,51.3,0.3,1.52,529.7,35.2,0
1.48,17.03,37.6,55.4,4.33,0.75,362.2,36.6,0
1.98,23.17,55.0,53.8,0.4,0.3,227.4,26.4,0
1.88,25.48,42.9,69.6,1.01,2.04,492.6,40.5,0
1.95,25.78,41.7,49.3,4.32,1.74,695.9,24.7,0
2.13,24.58,53.9,48.3,1.76,1.18,409.2,30.5,0
2.01,19.76,44.1,46.2,1.28,0.89,547.2,34.0,0
1.41,25.22,48.9,53.5,1.43,0.28,611.0,50.2,0
2.5,23.39,51.6,47.7,0.74,2.43,603.2,35.7,0
1.77,22.6,37.2,48.1,1.09,0.12,499.4,24.3,0
2.3,19.25,48.8,48.2,1.82,0.58,401.3,29.9,0
3.03,19.76,58.5,46.7,1.06,2.3,461.0,18.6,0
1.83,22.33,35.4,41.9,1.06,1.09,339.5,38.3,0
1.19,32.98,49.5,52.2,2.85,0.69,358.6,6.1,0
2.09,23.36,36.7,45.1,1.68,1.88,648.5,26.8,0
2.64,19.25,55.2,54.1,3.97,5.47,550.3,43.4,0
2.98,18.25,55.1,49.1,1.52,0.25,543.1,33.3,0
1.71,19.79,41.5,44.1,0.43,0.06,392.4,31.4,0
2.4,31.8,67.1,63.6,1.29,0.75,679.6,19.7,0
2.01,20.2,56.1,47.0,1.25,0.41,465.1,37.3,0
2.16,26.08,52.1,54.2,5.28,1.32,519.7,21.6,0
3.26,20.31,51.5,41.0,4.73,0.82,674.7,21.7,0
1.6,23.18,54.8,27.7,1.2,0.83,391.6,37.3,0
2.3,25.56,35.0,42.3,0.42,0.53,404.7,21.4,0
2.39,19.43,46.9,26.6,0.73,0.28,655.0,17.8,0
2.63,19.11,48.8,45.6,0.76,0.29,622.1,21.3,0
2.24,29.46,41.0,62.7,2.5,0.59,551.5,29.3,0
2.32,26.43,49.6,38.9,1.29,1.37,173.3,24.5,0
2.04,25.56,57.3,26.9,2.5,0.49,691.9,40.7,0
2.31,25.54,40.8,63.0,3.3,0.47,408.5,28.2,0
2.06,24.07,44.5,43.2,4.37,0.66,413.0,19.3,0
2.45,31.08,36.8,47.8,1.59,5.63,470.0,14.9,0
2.05,22.2,27.1,55.9,0.71,0.11,320.3,34.3,0
2.35,24.6,52.8,53.2,3.12,0.42,682.8,30.1,0
2.19,15.47,44.7,55.5,4.33,0.41,525.8,32.3,0
2.65,18.29,45.5,57.0,1.75,4.4,604.9,25.0,0
2.18,16.6,35.1,30.5,1.86,0.63,383.8,29.1,0
1.49,27.73,43.1,33.9,0.59,1.0,648.0,36.3,0
2.7,10.51,56.0,59.7,1.39,0.26,713.6,28.0,0
1.84,20.19,45.0,40.2,0.3,0.02,308.8,20.0,0
1.94,8.53,45.3,41.3,2.89,0.5,331.3,33.1,0
1.96,18.26,47.1,35.4,1.82,1.22,379.2,25.6,0
2.75,19.79,32.6,44.0,1.42,1.41,638.7,34.8,0
1.35,28.23,51.2,44.5,1.06,1.68,527.1,28.2,0
3.46,23.78,32.4,38.6,0.37,2.37,490.1,34.0,0
2.62,18.25,35.6,37.5,0.36,0.15,555.1,31.5,0
2.29,26.8,34.5,51.2,1.73,0.1,789.8,37.1,0
2.18,22.08,43.2,39.9,1.95,1.86,238.1,34.7,0
2.31,22.17,41.5,41.9,2.07,0.69,453.5,18.9,0
2.41,16.59,45.0,26.1,5.99,3.53,40.0,14.9,0
2.46,17.54,35.9,67.4,0.3,3.45,576.0,27.5,0
2.42,18.29,55.1,57.4,0.57,0.18,663.1,32.2,0
2.24,22.21,53.3,43.1,5.17,1.41,454.0,22.9,0
2.12,22.35,43.3,39.0,1.01,0.08,597.9,31.1,0
2.14,28.95,40.2,48.1,4.61,0.62,269.6,30.8,0
2.12,23.73,39.2,47.8,1.2,2.21,571.8,27.5,0
2.65,9.82,41.9,35.2,0.95,0.74,868.2,23.6,0
2.44,23.18,31.0,22.5,2.28,0.04,442.7,20.9,0
1.02,15.47,35.4,42.7,0.45,0.33,562.6,45.4,0
2.46,17.65,53.6,32.4,0.3,0.11,411.5,13.2,0
2.28,18.35,48.0,49.7,0.59,0.63,526.4,19.3,0
2.19,19.01,61.3,49.8,2.44,1.43,666.2,46.2,0
2.04,15.81,42.0,38.3,3.21,1.3,589.9,20.8,0
2.65,22.92,41.4,42.7,4.07,1.52,484.6,24.1,0
2.58,15.65,40.9,65.6,1.92,0.58,482.2,32.8,0
1.89,23.61,41.8,55.8,6.84,0.37,319.8,31.4,0
2.36,32.07,38.4,43.5,1.48,0.07,652.7,31.1,0
1.81,16.02,47.7,70.9,1.01,3.41,612.4,38.5,0
1.65,20.72,45.3,36.0,0.56,0.15,311.7,21.3,0
1.95,10.64,39.9,39.9,4.99,0.24,526.4,29.2,0
2.54,20.65,57.5,46.9,1.51,0.03,361.0,27.6,0
2.58,24.89,64.0,32.7,3.9,0.46,431.7,21.8,0
2.41,25.24,56.7,65.9,2.17,2.05,621.7,28.7,0
2.49,22.35,50.6,49.8,2.67,0.48,648.4,31.9,0
2.41,26.0,52.6,40.1,2.33,1.32,606.7,32.1,0
1.94,33.46,63.6,52.5,0.6,4.04,459.4,35.5,0
2.37,29.71,52.6,49.5,2.81,2.68,569.1,27.7,0
2.52,19.65,39.1,45.0,1.17,0.24,384.1,20.9,0
2.5,15.47,48.9,35.9,1.09,0.53,612.9,18.3,0
2.68,20.17,51.3,33.6,10.25,1.67,497.3,24.8,0
2.48,17.74,35.1,69.9,4.25,4.56,428.8,18.5,0
2.34,24.03,42.2,34.5,2.04,1.51,390.7,23.0,0
2.63,16.68,56.0,65.0,4.86,0.35,601.8,19.7,0
2.19,21.67,26.8,39.6,1.95,0.17,479.5,23.4,0
1.85,25.77,32.5,55.9,1.82,0.82,426.6,40.5,0
2.13,21.55,43.2,52.7,1.85,0.26,426.0,27.1,0
1.9,17.74,48.5,54.7,0.3,0.31,313.5,39.0,0
1.93,27.29,31.4,55.3,0.87,1.21,525.0,30.9,0
2.14,13.54,43.7,31.9,1.24,0.87,543.1,23.6,0
1.88,20.52,56.5,41.2,2.73,0.15,277.7,27.1,0
2.08,21.81,45.7,34.3,2.58,0.2,338.6,16.4,0
1.44,22.07,54.4,49.9,2.42,0.02,252.8,25.7,0
2.29,22.81,39.1,34.8,1.07,0.3,680.7,18.8,0
2.2,24.75,36.9,28.2,7.09,2.62,592.8,32.2,0
1.87,21.84,53.5,45.6,2.36,1.89,665.6,25.0,0
2.46,20.34,48.7,25.9,0.87,0.64,743.0,25.9,0
2.58,20.17,33.1,50.6,5.8,1.63,565.9,25.1,0
1.56,19.25,37.0,35.4,1.95,0.63,491.0,34.3,0
1.89,25.54,60.6,39.6,1.03,1.88,529.3,21.8,0
1.89,19.09,35.8,25.2,1.08,0.24,403.3,21.3,0
1.82,25.81,54.3,64.5,0.39,0.2,379.5,30.4,0
2.53,22.09,40.2,33.4,3.74,0.1,436.9,35.6,0
2.12,19.65,45.0,44.4,0.67,0.33,462.8,30.3,0
2.09,24.78,47.9,30.1,0.3,0.19,251.0,43.3,0
1.4,18.73,24.0,39.6,0.89,1.92,314.5,21.5,0
2.45,24.87,30.4,65.5,2.48,0.33,309.5,12.8,0
1.7,22.96,45.9,51.0,1.86,0.87,303.2,31.4,0
2.22,19.32,37.8,40.8,2.79,1.69,595.6,26.9,0
2.31,24.38,55.0,47.7,2.89,1.36,449.8,31.3,0
2.74,24.46,28.9,42.4,1.61,0.27,471.1,34.0,0
1.68,27.21,50.7,47.1,1.9,0.1,557.4,17.3,0
0.99,26.35,31.2,55.4,1.23,2.91,623.4,26.0,0
2.27,24.21,41.5,44.7,2.96,1.17,568.3,32.1,0
2.92,16.93,34.4,50.2,0.55,1.47,745.7,29.8,0
2.7,33.02,64.0,50.4,0.84,0.59,505.9,26.8,0
2.28,15.68,31.6,44.7,2.91,0.33,529.6,33.2,0
2.0,26.27,43.8,40.6,3.26,0.91,409.2,35.0,0
2.52,23.94,27.7,42.7,4.83,0.1,215.9,13.6,0
1.81,16.72,61.0,55.0,1.67,1.93,511.8,39.0,0
2.39,21.44,49.0,55.8,2.55,1.28,629.6,19.4,0
2.4,21.65,46.4,36.6,2.12,1.72,388.7,32.2,0
2.62,27.88,59.7,45.4,1.45,1.01,423.4,25.7,0
3.3,18.79,46.5,40.5,1.46,1.04,644.1,36.8,0
2.36,20.82,47.2,56.0,4.02,1.1,492.7,33.0,0
2.0,11.49,46.3,43.3,1.55,1.84,361.5,32.1,0
2.19,29.81,50.6,70.0,2.27,0.31,356.3,29.6,0
1.49,17.18,40.1,50.2,1.09,1.37,598.4,24.2,0
1.92,23.47,42.9,59.8,1.17,0.97,480.3,21.1,0
2.04,21.54,53.1,37.9,0.44,0.82,478.2,18.3,0
1.99,21.56,47.8,48.1,0.68,0.93,293.0,23.6,0
2.26,25.64,43.9,54.2,2.33,0.38,571.6,34.4,0
1.87,29.52,31.0,37.7,1.22,0.05,654.9,21.0,0
2.65,23.13,60.0,48.2,1.02,1.71,445.6,36.5,0
2.2,24.95,38.4,58.5,3.04,2.97,561.4,20.8,0
2.2,23.48,54.9,44.7,2.28,0.79,439.0,26.8,0
2.07,26.58,46.8,39.5,1.65,2.18,589.1,31.2,0
2.26,19.92,32.1,66.0,0.54,0.97,574.1,35.2,0
2.53,26.84,57.5,36.3,1.97,3.2,442.4,25.4,0
1.85,27.0,47.5,49.6,1.65,0.85,180.9,31.4,0
1.94,26.87,58.4,40.9,2.09,0.28,380.1,29.5,0
2.08,19.03,43.2,38.6,2.01,2.45,551.7,26.3,0
1.66,21.24,52.0,55.4,2.73,1.93,632.6,20.7,0
1.87,23.08,27.4,45.9,0.59,0.61,409.3,31.1,0
2.01,15.83,40.0,52.1,1.59,2.21,701.7,28.2,0
2.55,29.18,32.3,25.4,1.36,0.01,724.1,25.8,0
2.31,21.94,41.3,53.0,1.23,1.93,604.8,28.8,0
2.28,23.28,49.7,40.8,4.33,1.4,329.6,32.0,0
2.54,19.4,39.0,29.2,0.87,0.57,606.7,16.2,0
2.15,16.03,53.6,66.8,2.02,1.88,419.2,24.2,0
2.36,19.28,36.4,54.0,0.73,0.16,411.0,21.2,0
2.16,22.99,53.9,50.3,0.41,0.27,567.9,21.7,0
2.31,25.03,58.1,60.5,1.65,0.92,564.3,22.5,0
1.97,22.73,55.1,50.5,2.44,2.55,568.4,35.7,0
1.22,23.56,41.6,40.0,0.3,0.17,598.5,30.3,0
2.15,20.48,23.7,46.3,1.38,1.0,491.5,20.3,0
2.77,24.23,50.8,41.2,1.99,1.68,282.7,29.3,0
2.57,28.67,43.7,43.0,1.85,1.63,812.4,31.0,0
2.59,25.17,35.2,35.4,2.03,1.19,441.4,25.5,0
2.69,25.64,39.4,38.3,2.91,3.39,393.1,19.0,0
2.24,23.32,59.3,56.9,0.3,0.79,317.8,20.4,0
2.28,15.24,33.6,51.3,0.71,2.55,522.8,16.9,0
1.95,17.3,49.7,43.0,1.68,1.16,505.4,43.0,0
2.07,24.05,47.2,37.7,1.26,1.6,482.0,15.9,0
2.45,21.95,41.4,43.9,1.78,0.75,724.8,19.2,0
2.68,23.98,51.4,31.2,0.62,0.22,598.8,27.8,0
2.14,29.54,61.3,49.3,1.94,0.14,347.3,15.2,0
2.02,25.27,42.0,57.5,3.74,1.38,811.1,19.9,0
2.2,27.66,42.6,71.7,4.29,0.57,272.7,28.8,0
2.44,22.43,51.2,37.0,4.49,1.01,482.6,29.4,0
1.62,18.37,54.2,57.0,1.05,1.64,390.5,30.9,0
1.28,21.74,43.7,40.9,1.35,1.85,555.6,33.0,0
1.98,18.38,41.9,36.7,3.12,0.86,595.4,27.7,0
1.71,29.01,22.8,36.7,0.57,0.45,438.1,23.2,0
2.0,25.56,37.2,49.4,3.9,1.79,657.6,31.2,0
2.14,24.34,33.6,38.7,1.71,0.64,529.9,37.7,0
2.02,27.56,51.8,41.9,1.36,3.31,719.2,32.3,0
2.78,12.91,42.6,43.6,1.76,2.09,639.4,22.0,0
2.33,24.65,42.2,40.6,0.84,1.65,429.3,32.3,0
2.32,16.1,44.9,39.9,1.45,0.33,658.3,31.9,0
2.45,21.97,36.3,23.7,2.98,0.54,403.2,19.3,0
1.74,20.6,60.5,48.9,1.89,2.27,594.0,26.4,0
2.62,24.98,58.0,48.7,4.4,0.03,579.0,32.0,0
2.17,23.03,61.2,40.0,3.41,1.82,422.4,36.1,0
2.47,28.05,51.8,51.6,1.46,0.62,200.9,23.5,0
1.77,19.29,44.7,62.0,3.93,1.93,721.7,17.8,0
1.58,25.19,61.1,48.2,0.72,0.96,562.8,31.6,0
2.53,22.73,38.2,61.3,0.9,0.9,503.1,26.3,0
2.35,14.64,36.3,70.4,1.33,1.45,502.8,29.7,0
1.84,17.87,39.0,73.3,0.58,1.97,646.2,29.3,0
1.85,21.33,50.2,36.1,1.01,1.42,827.8,29.0,0
2.65,27.01,37.4,36.2,1.18,0.72,635.4,25.1,0
1.72,24.09,43.4,43.6,2.93,0.46,555.1,34.3,0
2.86,16.75,29.0,49.3,4.26,2.24,542.9,22.1,0
1.84,21.37,49.8,63.9,3.03,0.88,554.6,29.9,0
2.46,31.08,29.8,54.3,2.44,1.84,349.4,30.7,0
2.07,22.5,35.7,36.0,0.88,6.54,587.8,26.6,1
2.44,20.53,57.2,41.9,0.3,1.24,303.4,33.6,0
1.98,24.21,56.8,47.6,0.87,0.39,566.3,24.7,0
2.13,25.44,48.7,33.1,0.56,2.41,429.3,44.1,0
2.22,19.95,47.8,48.1,2.47,0.38,629.9,29.7,0
1.8,24.26,39.7,36.1,0.3,0.36,557.1,36.7,0
2.5,20.52,37.3,31.5,3.58,0.09,447.4,34.2,0
1.99,25.24,41.4,38.5,2.27,0.1,348.4,38.0,0
2.11,22.76,29.9,52.1,2.94,2.38,721.4,28.6,0
1.8,24.17,47.5,52.0,5.32,0.31,487.0,35.9,0
1.18,18.58,45.5,49.0,2.92,0.14,761.0,38.2,0
2.12,18.3,35.7,57.9,0.38,0.52,315.3,30.0,0
3.17,26.25,60.7,56.9,1.59,1.5,462.1,23.1,0
2.51,21.64,51.1,50.0,0.38,0.5,162.4,40.8,0
2.19,23.28,51.9,48.7,0.44,0.44,613.4,28.1,0
2.09,20.62,40.1,49.3,1.18,0.8,625.7,28.6,0
2.21,26.04,45.0,46.5,4.33,0.03,409.2,29.9,0
2.42,19.26,51.3,26.3,1.22,0.81,401.8,22.5,0
1.73,21.39,46.5,59.4,0.44,5.53,441.7,30.4,0
2.65,25.54,61.0,52.0,1.97,1.93,464.0,30.4,0
2.49,27.28,43.0,35.8,3.56,0.09,416.1,27.9,0
2.49,19.64,40.0,62.3,1.97,1.28,662.1,27.5,0
2.38,30.82,51.3,42.1,0.69,0.74,429.7,26.4,0
2.21,23.41,32.4,46.9,2.13,2.1,215.6,25.3,0
2.47,17.31,54.2,58.2,0.43,0.12,461.8,33.1,0
2.44,23.66,32.0,50.2,1.06,0.32,423.1,30.0,0
2.06,20.28,51.4,61.4,2.24,1.88,303.8,34.5,0
1.97,23.95,38.5,44.5,0.91,2.27,528.4,24.3,0
2.24,21.81,49.8,64.9,0.74,0.9,211.1,35.9,0
2.82,22.33,54.1,40.2,0.3,0.02,557.1,34.2,0
1.7,17.9,46.5,61.2,0.88,2.69,495.0,26.3,0
1.61,26.46,33.0,25.3,2.27,0.58,415.5,23.3,0
2.27,16.8,36.0,37.0,0.3,0.05,328.1,32.2,0
2.22,17.01,37.7,51.0,2.34,2.05,280.5,16.9,0
2.27,23.65,26.0,44.0,3.55,0.65,632.3,25.1,0
2.3,29.21,56.3,47.3,3.23,0.25,455.1,29.9,0
